2018-05-22 10:34:42 EXEC SPC_073_LOGIN_ACT1 '111','111';
2018-05-22 10:34:43 EXEC SPC_GET_CONSTANT '';
2018-05-22 10:38:45 EXEC SPC_COM_GET_COMBOBOX 'outsourcing_div';
2018-05-22 10:38:47 EXEC SPC_COM_GET_COMBOBOX 'production_status_div';
2018-05-22 10:38:47 EXEC SPC_COM_GET_COMBOBOX 'done_div';
2018-05-22 11:08:45 EXEC SPC_027_MANUFACTURING_INSTRUCTION_SEARCH_FND1 '','','','','','','','','','','1','10';
2018-05-22 11:09:01 EXEC SPC_027_MANUFACTURING_INSTRUCTION_SEARCH_FND1 '','','','','','','','','','','1','10';
2018-05-22 15:16:33 EXEC SPC_COM_GET_COMBOBOX 'pi_status_div';
2018-05-22 15:16:41 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','1','10';
2018-05-22 15:16:45 EXEC SPC_GET_CONSTANT '';
2018-05-22 15:16:45 EXEC SPC_003_PI_EXCEL_ACT1 '[{"pi_no":"RT-130827001","pi_status_div":"30"}]','','003_pi-excel','';
2018-05-22 15:17:40 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','2','10';
2018-05-22 15:17:48 EXEC SPC_GET_CONSTANT '';
2018-05-22 15:17:48 EXEC SPC_003_PI_EXCEL_ACT1 '[{"pi_no":"RT-131017001","pi_status_div":"30"}]','','003_pi-excel','';
2018-05-22 15:18:08 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','3','10';
2018-05-22 15:18:12 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','4','10';
2018-05-22 15:18:15 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','52','10';
2018-05-22 15:18:19 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','51','10';
2018-05-22 15:18:23 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','50','10';
2018-05-22 15:18:26 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','49','10';
2018-05-22 15:18:31 EXEC SPC_GET_CONSTANT '';
2018-05-22 15:18:31 EXEC SPC_003_PI_EXCEL_ACT1 '[{"pi_no":"RT-180213004","pi_status_div":"30"}]','','003_pi-excel','';
2018-05-22 15:40:48 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','1','10';
2018-05-22 15:40:50 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','52','10';
2018-05-22 15:40:51 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','51','10';
2018-05-22 15:40:52 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','50','10';
2018-05-22 18:22:25 EXEC SPC_COM_GET_COMBOBOX 'pi_status_div';
2018-05-22 18:22:26 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','1','10';
2018-05-22 18:22:28 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','52','10';
2018-05-22 18:22:29 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','51','10';
2018-05-22 18:22:31 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','50','10';
2018-05-22 18:22:44 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','1','10';
2018-05-22 18:22:46 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','52','10';
2018-05-22 18:22:47 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','51','10';
2018-05-22 18:22:49 EXEC SPC_002_PI_SEARCH_FND1 '','','','','','','','','50','10';
2018-05-22 18:22:52 EXEC SPC_GET_CONSTANT '';
2018-05-22 18:22:52 EXEC SPC_003_PI_EXCEL_ACT1 '[{"pi_no":"RT-180213004","pi_status_div":"30"}]','','003_pi-excel','';
2018-05-22 18:23:19 EXEC SPC_GET_CONSTANT '';
2018-05-22 18:23:19 EXEC SPC_003_PI_EXCEL_ACT1 '[{"pi_no":"RT-180213004","pi_status_div":"30"}]','','003_pi-excel','';
2018-05-22 18:23:47 EXEC SPC_GET_CONSTANT '';
2018-05-22 18:23:47 EXEC SPC_003_PI_EXCEL_ACT1 '[{"pi_no":"RT-180213004","pi_status_div":"30"}]','','003_pi-excel','';
2018-05-22 18:39:17 EXEC SPC_GET_CONSTANT '';
2018-05-22 18:39:17 EXEC SPC_003_PI_EXCEL_ACT1 '[{"pi_no":"RT-180213004","pi_status_div":"30"}]','','003_pi-excel','';
2018-05-22 18:41:17 EXEC SPC_COM_GET_COMBOBOX 'port_country_div';
2018-05-22 18:41:17 EXEC SPC_COM_GET_COMBOBOX 'port_city_div';
2018-05-22 18:41:17 EXEC SPC_COM_GET_COMBOBOX 'shipment_div';
2018-05-22 18:41:17 EXEC SPC_COM_GET_COMBOBOX 'currency_div';
2018-05-22 18:41:17 EXEC SPC_COM_GET_COMBOBOX 'trade_terms_div';
2018-05-22 18:41:17 EXEC SPC_COM_GET_COMBOBOX 'payment_conditions_div';
2018-05-22 18:41:17 EXEC SPC_COM_GET_COMBOBOX 'unit_q_div';
2018-05-22 18:41:17 EXEC SPC_COM_GET_COMBOBOX 'unit_w_div';
2018-05-22 18:41:17 EXEC SPC_COM_GET_COMBOBOX 'unit_m_div';
2018-05-22 18:41:17 EXEC SPC_COM_GET_COMBOBOX 'sales_detail_div';
2018-05-22 18:41:18 EXEC SPC_COM_GET_COMBOBOX 'bank_div';
2018-05-22 18:41:20 EXEC SPC_GET_TAX_RATE '2018/05/22';
2018-05-22 18:41:21 EXEC SPC_COM_GET_COMBOBOX 'unit_q_div';
2018-05-22 18:41:21 EXEC SPC_COM_GET_COMBOBOX 'unit_w_div';
