2018-02-13 10:24:35 EXEC SPC_073_LOGIN_ACT1 '812','812';
2018-02-13 10:24:35 EXEC SPC_GET_CONSTANT '';
2018-02-13 10:24:48 EXEC SPC_008_PROVISIONAL_SHIPMENT_SEARCH_FND1 '','','','','','1','10';
2018-02-13 10:24:52 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:29:17 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:31:33 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:32:11 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:32:43 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:34:27 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:36:01 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:37:08 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:39:37 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:40:40 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:42:54 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:43:39 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:46:35 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:47:35 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:48:35 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:49:41 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:50:27 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:51:13 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:51:45 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:52:19 EXEC SPC_008_PROVISIONAL_SHIPMENT_SEARCH_FND1 '','','','','','1','10';
2018-02-13 10:52:23 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:53:43 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:54:23 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:55:47 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:56:33 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:58:09 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:58:50 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 10:59:24 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 11:01:19 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 11:01:52 EXEC SPC_008_PROVISIONAL_SHIPMENT_SEARCH_FND1 '','','','','','1','10';
2018-02-13 11:01:55 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
2018-02-13 11:04:50 EXEC dbo.SPC_009_PROVISIONAL_SHIPMENT_DETAIL_EXCEL_INQ1 'KS-18020020','812','007_provisional_shipment-excel','192.168.5.206';
