2018-02-28 10:42:53 EXEC SPC_073_LOGIN_ACT1 '001','123456';
2018-02-28 10:42:53 EXEC SPC_GET_CONSTANT '';
2018-02-28 11:53:44 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:16:41 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:18:01 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:18:04 EXEC SPC_COM_GET_COMBOBOX 'buy_status_div';
2018-02-28 12:18:05 EXEC SPC_032_PURCHASE_REQUEST_SEARCH_FND1 '','','','','','','','1','10';
2018-02-28 12:18:10 EXEC SPC_COM_GET_COMBOBOX 'buy_status_div';
2018-02-28 12:18:13 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:18:18 EXEC SPC_055_SUPPLIERS_MASTER_SEARCH_FND1 '','','','','','','0','0','0','1','10';
2018-02-28 12:18:20 EXEC SPC_REFER_CLIENT_CD '001';
2018-02-28 12:18:30 EXEC SPC_069_COMPONENT_MASTER_SEARCH_FND1 '','','','1','10';
2018-02-28 12:18:32 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ2 '00012','001';
2018-02-28 12:18:41 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_ACT1 'I','','10','2018/02/28','001','仕入先担当者名','件名','','備考','[{"buy_detail_no":"1","parts_cd":"00012","buy_qty":"10","buy_unit_price":"33.33","buy_detail_amt":"333.29","buy_detail_tax":"26.66","detail_remarks":"0"}]','333.29','26.66','27','360.29','001','031_purchase_request-detail','192.168.5.206';
2018-02-28 12:18:42 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ1 'KI201802280001';
2018-02-28 12:18:42 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:19:10 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_ACT1 'I','KI201802280001','10','2018/02/28','001','仕入先担当者名','件名','','備考','[{"buy_detail_no":"1","parts_cd":"00012","buy_qty":"10","buy_unit_price":"33.33","buy_detail_amt":"333.29","buy_detail_tax":"26.66","detail_remarks":"0"}]','333.29','26.66','27','360.29','001','031_purchase_request-detail','192.168.5.206';
2018-02-28 12:19:11 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ1 'KI201802280002';
2018-02-28 12:19:12 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:19:48 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:19:52 EXEC SPC_055_SUPPLIERS_MASTER_SEARCH_FND1 '','','','','','','0','0','0','1','10';
2018-02-28 12:19:54 EXEC SPC_REFER_CLIENT_CD 'ape76';
2018-02-28 12:20:00 EXEC SPC_069_COMPONENT_MASTER_SEARCH_FND1 '','','','1','10';
2018-02-28 12:20:02 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ2 '00014','ape76';
2018-02-28 12:20:09 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_ACT1 'I','','10','2018/02/28','ape76','仕入先担当者名','件名','','','[{"buy_detail_no":"1","parts_cd":"00014","buy_qty":"22","buy_unit_price":"33.33","buy_detail_amt":"733.26","buy_detail_tax":"58.66","detail_remarks":""}]','733.26','58.66','59','792.26','001','031_purchase_request-detail','192.168.5.206';
2018-02-28 12:20:10 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ1 'KI201802280003';
2018-02-28 12:20:10 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:20:12 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_ACT1 'I','KI201802280003','10','2018/02/28','ape76','仕入先担当者名','件名','','','[{"buy_detail_no":"1","parts_cd":"00014","buy_qty":"22","buy_unit_price":"33.33","buy_detail_amt":"733.26","buy_detail_tax":"58.66","detail_remarks":""}]','733.26','58.66','59','792.26','001','031_purchase_request-detail','192.168.5.206';
2018-02-28 12:20:13 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ1 'KI201802280004';
2018-02-28 12:20:14 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:25:15 EXEC SPC_GET_TAX_RATE '19970104';
2018-02-28 12:25:24 EXEC SPC_GET_TAX_RATE '19970401';
2018-02-28 12:25:31 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:25:38 EXEC SPC_COM_GET_COMBOBOX 'buy_status_div';
2018-02-28 12:25:39 EXEC SPC_032_PURCHASE_REQUEST_SEARCH_FND1 '','','','','','','','1','10';
2018-02-28 12:29:26 EXEC SPC_032_PURCHASE_REQUEST_SEARCH_FND1 '','','','','','','','2','10';
2018-02-28 12:29:29 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:29:31 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ1 'KI201802280004';
2018-02-28 12:29:32 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:29:39 EXEC SPC_GET_TAX_RATE '19970401';
2018-02-28 12:30:04 EXEC SPC_GET_TAX_RATE '19970104';
2018-02-28 12:30:11 EXEC SPC_GET_TAX_RATE '1997/04/01';
2018-02-28 12:31:16 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:31:16 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ1 'KI201802280004';
2018-02-28 12:31:17 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:31:28 EXEC SPC_GET_TAX_RATE '19970401';
2018-02-28 12:31:37 EXEC SPC_GET_TAX_RATE '1997/04/02';
2018-02-28 12:32:30 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:32:30 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ1 'KI201802280004';
2018-02-28 12:32:30 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:32:37 EXEC SPC_GET_TAX_RATE '1997/04/01';
2018-02-28 12:32:48 EXEC SPC_GET_TAX_RATE '1997/04/02';
2018-02-28 12:32:51 EXEC SPC_GET_TAX_RATE '1997/04/01';
2018-02-28 12:33:18 EXEC SPC_GET_TAX_RATE '2018/02/26';
2018-02-28 12:33:30 EXEC SPC_GET_TAX_RATE '1997/04/01';
2018-02-28 12:33:38 EXEC SPC_GET_TAX_RATE '1997/04/02';
2018-02-28 12:34:35 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:34:35 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ1 'KI201802280004';
2018-02-28 12:34:36 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:34:49 EXEC SPC_GET_TAX_RATE '1997/04/01';
2018-02-28 12:35:30 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:35:30 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ1 'KI201802280004';
2018-02-28 12:35:31 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:35:40 EXEC SPC_GET_TAX_RATE '1997/04/01';
2018-02-28 12:38:09 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:38:10 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ1 'KI201802280004';
2018-02-28 12:38:10 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:38:15 EXEC SPC_GET_TAX_RATE '19970401';
2018-02-28 12:43:24 EXEC SPC_069_COMPONENT_MASTER_SEARCH_FND1 '','','','1','10';
2018-02-28 12:43:25 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ2 '00011','ape76';
2018-02-28 12:43:37 EXEC SPC_GET_CONSTANT '';
2018-02-28 12:43:58 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_ACT1 'U','KI201802280004','10','1997/04/01','ape76','仕入先担当者名','件名','','','[{"buy_detail_no":"1","parts_cd":"00014","buy_qty":"22","buy_unit_price":"33.33","buy_detail_amt":"733.26","buy_detail_tax":"58.66","detail_remarks":""},{"buy_detail_no":"2","parts_cd":"00011","buy_qty":"10","buy_unit_price":"0","buy_detail_amt":"0","buy_detail_tax":"0","detail_remarks":""}]','733.26','58.66','37','770.26','001','031_purchase_request-detail','192.168.5.206';
2018-02-28 12:43:59 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ1 'KI201802280004';
2018-02-28 12:44:00 EXEC SPC_GET_TAX_RATE '1997/04/01';
2018-02-28 12:48:22 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_ACT1 'U','KI201802280004','10','1997/04/01','ape76','仕入先担当者名','件名','','','[{"buy_detail_no":"1","parts_cd":"00014","buy_qty":"22","buy_unit_price":"33.33","buy_detail_amt":"733.26","buy_detail_tax":"58.66","detail_remarks":""},{"buy_detail_no":"2","parts_cd":"00011","buy_qty":"10","buy_unit_price":"0","buy_detail_amt":"0","buy_detail_tax":"0","detail_remarks":""}]','733.26','58.66','37','770.26','001','031_purchase_request-detail','192.168.5.206';
2018-02-28 12:49:01 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_ACT1 'U','KI201802280004','10','1997/04/01','ape76','仕入先担当者名','件名','','','[{"buy_detail_no":"1","parts_cd":"00014","buy_qty":"22","buy_unit_price":"33.33","buy_detail_amt":"733.26","buy_detail_tax":"58.66","detail_remarks":""},{"buy_detail_no":"2","parts_cd":"00011","buy_qty":"10","buy_unit_price":"0","buy_detail_amt":"0","buy_detail_tax":"0","detail_remarks":""}]','733.26','58.66','37','770.26','001','031_purchase_request-detail','192.168.5.206';
2018-02-28 12:49:02 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ1 'KI201802280004';
2018-02-28 12:49:38 EXEC SPC_GET_TAX_RATE '';
2018-02-28 12:49:44 EXEC SPC_GET_TAX_RATE '2018/02/28';
2018-02-28 12:49:45 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ1 'KI201802280004';
2018-02-28 12:49:46 EXEC SPC_GET_TAX_RATE '1997/04/01';
2018-02-28 12:51:06 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_ACT1 'U','KI201802280004','10','1997/04/01','ape76','仕入先担当者名','件名','','','[{"buy_detail_no":"1","parts_cd":"00014","buy_qty":"22","buy_unit_price":"33.33","buy_detail_amt":"733.26","buy_detail_tax":"58.66","detail_remarks":""},{"buy_detail_no":"2","parts_cd":"00011","buy_qty":"10","buy_unit_price":"0","buy_detail_amt":"0","buy_detail_tax":"0","detail_remarks":""}]','733.26','58.66','37','770.26','001','031_purchase_request-detail','192.168.5.206';
2018-02-28 12:51:08 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ1 'KI201802280004';
2018-02-28 12:51:08 EXEC SPC_GET_TAX_RATE '1997/04/01';
2018-02-28 12:51:18 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_ACT1 'U','KI201802280004','10','1997/04/01','ape76','仕入先担当者名','件名','','','[{"buy_detail_no":"1","parts_cd":"00014","buy_qty":"22","buy_unit_price":"33.33","buy_detail_amt":"733.26","buy_detail_tax":"22","detail_remarks":""},{"buy_detail_no":"2","parts_cd":"00011","buy_qty":"10","buy_unit_price":"0","buy_detail_amt":"0","buy_detail_tax":"0","detail_remarks":""}]','733.26','22','37','770.26','001','031_purchase_request-detail','192.168.5.206';
2018-02-28 12:51:19 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ1 'KI201802280004';
2018-02-28 12:51:19 EXEC SPC_GET_TAX_RATE '1997/04/01';
2018-02-28 12:51:40 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_ACT1 'U','KI201802280004','10','1997/04/01','ape76','仕入先担当者名','件名','','','[{"buy_detail_no":"1","parts_cd":"00014","buy_qty":"22","buy_unit_price":"33.33","buy_detail_amt":"733.26","buy_detail_tax":"22","detail_remarks":""},{"buy_detail_no":"2","parts_cd":"00011","buy_qty":"10","buy_unit_price":"0","buy_detail_amt":"0","buy_detail_tax":"0","detail_remarks":""}]','733.26','220','37','770.26','001','031_purchase_request-detail','192.168.5.206';
2018-02-28 12:51:41 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_INQ1 'KI201802280004';
2018-02-28 12:51:42 EXEC SPC_GET_TAX_RATE '1997/04/01';
2018-02-28 12:51:53 EXEC SPC_031_PURCHASE_REQUEST_DETAIL_ACT1 'U','KI201802280004','10','1997/04/01','ape76','仕入先担当者名','件名','','','[{"buy_detail_no":"1","parts_cd":"00014","buy_qty":"22","buy_unit_price":"33.33","buy_detail_amt":"733.26","buy_detail_tax":"22","detail_remarks":""},{"buy_detail_no":"2","parts_cd":"00011","buy_qty":"10","buy_unit_price":"0","buy_detail_amt":"0","buy_detail_tax":"0","detail_remarks":""}]','733.26','22','37','770.26','001','031_purchase_request-detail','192.168.5.206';
